Order_ID,Order_Date,Customer_ID,Seller_ID,Order_Status,Payment_Method,Shipping_Mode
O0028999,2024-02-19,C01232,S0049,Completed,COD,Standard
O0029000,2026-07-05,C00279,S0098,Completed,Debit Card,Express
O0029001,2025-03-01,C01625,S0039,Completed,Net Banking,Standard
O0029002,2025-02-18,C01569,S0072,Completed,UPI,Standard
O0029003,2026-08-04,C00652,S0038,Completed,Wallet,Express
O0029004,2025-05-16,C00889,S0003,Completed,COD,Standard
O0029005,2024-07-30,C00966,S0008,Completed,UPI,Same Day
O0029006,2024-08-08,C00315,S0036,Completed,UPI,Standard
O0029007,2025-04-12,C01620,S0022,Pending,Wallet,Same Day
O0029008,2025-06-25,C00802,S0023,Completed,Net Banking,Express
O0029009,2024-02-15,C00720,S0025,Completed,COD,Express
O0029010,2024-01-20,C00568,S0023,Completed,Wallet,Standard
O0029011,2024-09-20,C00950,S0080,Completed,Debit Card,Standard
O0029012,2025-11-23,C01616,S0066,Returned,Net Banking,Express
O0029013,2026-02-26,C01683,S0080,Pending,COD,Same Day
O0029014,2024-03-13,C01019,S0012,Completed,COD,Express
O0029015,2024-10-10,C00942,S0042,Completed,Debit Card,Standard
O0029016,2024-01-08,C01596,S0092,Completed,Credit Card,Standard
O0029017,2024-09-07,C01098,S0052,Completed,Net Banking,Standard
O0029018,2026-05-22,C01602,S0068,Completed,UPI,Express
O0029019,2024-06-18,C01327,S0091,Completed,UPI,Express
O0029020,2026-07-20,C00355,S0076,Returned,UPI,Express
O0029021,2025-11-27,C01002,S0007,Completed,Debit Card,Express
O0029022,2026-05-08,C01177,S0028,Completed,COD,Express
O0029023,2024-09-18,C00762,S0036,Completed,Net Banking,Express
O0029024,2026-03-09,C00208,S0091,Cancelled,Net Banking,Express
O0029025,2025-04-23,C01148,S0092,Pending,Wallet,Express
O0029026,2025-06-04,C01864,S0048,Completed,UPI,Express
O0029027,2024-04-11,C01536,S0083,Completed,COD,Same Day
O0029028,2026-02-11,C01332,S0020,Completed,COD,Standard
O0029029,2024-11-25,C01147,S0016,Completed,Net Banking,Express
O0029030,2026-05-16,C01380,S0038,Completed,Wallet,Same Day
O0029031,2026-05-06,C00467,S0003,Completed,Wallet,Standard
O0029032,2024-02-17,C01017,S0018,Completed,UPI,Standard
O0029033,2025-04-23,C00782,S0020,Completed,Debit Card,Express
O0029034,2024-01-05,C01508,S0089,Completed,Wallet,Express
O0029035,2024-04-08,C01193,S0025,Completed,Net Banking,Standard
O0029036,2025-08-20,C00450,S0082,Completed,Credit Card,Same Day
O0029037,2024-08-02,C00922,S0051,Completed,Net Banking,Express
O0029038,2024-03-10,C01826,S0074,Completed,Net Banking,Standard
O0029039,2025-05-09,C00962,S0058,Cancelled,UPI,Express
O0029040,2024-04-28,C01407,S0078,Completed,COD,Express
O0029041,2025-06-14,C00612,S0086,Completed,Debit Card,Same Day
O0029042,2024-03-18,C01784,S0001,Completed,Credit Card,Standard
O0029043,2026-04-26,C00176,S0043,Completed,Net Banking,Same Day
O0029044,2024-03-23,C00397,S0082,Completed,UPI,Standard
O0029045,2024-12-05,C01634,S0048,Completed,Credit Card,Standard
O0029046,2026-07-23,C00413,S0027,Cancelled,Credit Card,Standard
O0029047,2024-01-31,C01808,S0061,Completed,COD,Standard
O0029048,2024-09-22,C01465,S0032,Completed,COD,Express
O0029049,2026-03-13,C00535,S0040,Completed,Net Banking,Express
O0029050,2026-06-17,C01166,S0077,Completed,Net Banking,Express
O0029051,2025-09-09,C01656,S0026,Completed,COD,Express
O0029052,2025-10-16,C00390,S0028,Completed,Net Banking,Express
O0029053,2025-09-18,C00797,S0051,Completed,UPI,Standard
O0029054,2024-12-03,C01883,S0092,Returned,Net Banking,Standard
O0029055,2024-01-24,C00457,S0081,Cancelled,Debit Card,Same Day
O0029056,2025-02-11,C01481,S0010,Completed,UPI,Same Day
O0029057,2024-02-01,C00485,S0057,Completed,Credit Card,Express
O0029058,2025-07-04,C00090,S0046,Returned,Wallet,Same Day
O0029059,2024-01-18,C01539,S0100,Cancelled,Wallet,Standard
O0029060,2025-12-01,C01488,S0087,Completed,Net Banking,Same Day
O0029061,2024-09-23,C00515,S0002,Completed,Net Banking,Standard
O0029062,2025-10-17,C01881,S0064,Completed,Net Banking,Same Day
O0029063,2026-03-30,C00018,S0023,Completed,UPI,Express
O0029064,2025-07-07,C01250,S0079,Completed,Net Banking,Same Day
O0029065,2025-08-17,C01998,S0058,Completed,Credit Card,Same Day
O0029066,2025-12-16,C00913,S0042,Completed,Net Banking,Express
O0029067,2024-02-10,C01204,S0016,Completed,Debit Card,Same Day
O0029068,2025-03-19,C01295,S0037,Cancelled,Wallet,Same Day
O0029069,2026-08-07,C01557,S0089,Completed,Debit Card,Standard
O0029070,2026-03-09,C01652,S0052,Cancelled,Wallet,Express
O0029071,2025-03-09,C00798,S0095,Completed,UPI,Same Day
O0029072,2025-12-02,C01857,S0022,Completed,UPI,Standard
O0029073,2025-02-14,C00096,S0040,Completed,Wallet,Standard
O0029074,2025-06-28,C01883,S0014,Completed,Credit Card,Standard
O0029075,2024-12-03,C00290,S0014,Completed,UPI,Standard
O0029076,2026-06-24,C00005,S0034,Completed,Credit Card,Express
O0029077,2025-12-16,C01201,S0074,Completed,UPI,Express
O0029078,2025-08-30,C00456,S0033,Returned,Credit Card,Express
O0029079,2024-05-10,C00487,S0075,Completed,COD,Standard
O0029080,2024-08-24,C01299,S0060,Completed,Credit Card,Standard
O0029081,2025-02-04,C00065,S0081,Completed,UPI,Same Day
O0029082,2026-01-07,C00381,S0067,Completed,UPI,Same Day
O0029083,2024-04-06,C01815,S0060,Completed,Wallet,Same Day
O0029084,2024-12-27,C01346,S0011,Completed,Net Banking,Standard
O0029085,2025-08-27,C00988,S0027,Completed,COD,Same Day
O0029086,2026-03-05,C00436,S0049,Completed,UPI,Standard
O0029087,2026-04-05,C00340,S0055,Completed,Credit Card,Same Day
O0029088,2026-03-09,C00783,S0090,Completed,Net Banking,Standard
O0029089,2025-01-26,C00051,S0087,Completed,Credit Card,Express
O0029090,2025-02-15,C00208,S0069,Completed,Wallet,Same Day
O0029091,2025-01-19,C00146,S0089,Completed,Wallet,Standard
O0029092,2025-08-30,C01316,S0005,Completed,Debit Card,Express
O0029093,2024-09-09,C00119,S0072,Completed,Net Banking,Standard
O0029094,2024-08-18,C01721,S0072,Completed,COD,Express
O0029095,2025-06-04,C00256,S0028,Completed,UPI,Standard
O0029096,2024-12-03,C00061,S0078,Returned,Credit Card,Express
O0029097,2026-07-07,C00045,S0089,Completed,UPI,Express
O0029098,2025-08-27,C00911,S0046,Completed,Net Banking,Standard
O0029099,2025-12-27,C00302,S0089,Cancelled,Credit Card,Express
O0029100,2024-09-17,C01258,S0011,Completed,UPI,Same Day
O0029101,2024-05-15,C01539,S0068,Returned,Net Banking,Same Day
O0029102,2024-07-15,C01759,S0068,Completed,Debit Card,Standard
O0029103,2024-10-02,C01228,S0007,Completed,Net Banking,Express
O0029104,2026-06-30,C01673,S0014,Completed,Credit Card,Same Day
O0029105,2024-06-26,C00633,S0031,Completed,COD,Express
O0029106,2024-09-17,C01440,S0067,Cancelled,COD,Express
O0029107,2025-12-14,C00824,S0029,Completed,Wallet,Standard
O0029108,2026-08-08,C00836,S0076,Completed,Credit Card,Standard
O0029109,2026-03-06,C00367,S0096,Completed,Wallet,Express
O0029110,2026-07-22,C00827,S0078,Completed,Wallet,Express
O0029111,2026-01-14,C00918,S0044,Completed,Wallet,Standard
O0029112,2025-12-13,C00951,S0091,Completed,Wallet,Same Day
O0029113,2025-07-24,C00167,S0063,Completed,Credit Card,Standard
O0029114,2025-10-29,C01367,S0096,Completed,COD,Same Day
O0029115,2024-03-08,C00634,S0054,Completed,Wallet,Same Day
O0029116,2025-10-22,C01299,S0048,Pending,Credit Card,Express
O0029117,2025-01-15,C00274,S0017,Completed,Debit Card,Express
O0029118,2026-03-07,C00401,S0094,Pending,COD,Express
O0029119,2025-10-15,C01501,S0023,Completed,Credit Card,Express
O0029120,2024-01-26,C01189,S0048,Completed,Wallet,Standard
O0029121,2024-07-19,C01597,S0061,Completed,Wallet,Same Day
O0029122,2026-03-13,C01538,S0003,Completed,Net Banking,Same Day
O0029123,2025-05-09,C01508,S0059,Completed,Net Banking,Express
O0029124,2025-09-03,C01295,S0039,Completed,COD,Express
O0029125,2024-01-31,C01662,S0050,Completed,Credit Card,Express
O0029126,2025-07-30,C00834,S0058,Completed,Credit Card,Standard
O0029127,2024-12-07,C00909,S0045,Completed,Wallet,Express
O0029128,2026-02-03,C01256,S0056,Completed,COD,Express
O0029129,2024-09-21,C00997,S0010,Completed,Credit Card,Standard
O0029130,2024-05-15,C01656,S0025,Completed,COD,Express
O0029131,2026-01-14,C01335,S0100,Completed,UPI,Standard
O0029132,2024-11-09,C00278,S0098,Completed,COD,Express
O0029133,2024-07-05,C01771,S0086,Completed,Net Banking,Same Day
O0029134,2025-11-09,C01404,S0084,Completed,Net Banking,Standard
O0029135,2024-03-15,C01155,S0050,Completed,Debit Card,Same Day
O0029136,2025-10-09,C00299,S0033,Completed,Credit Card,Standard
O0029137,2024-01-22,C01633,S0011,Cancelled,Debit Card,Express
O0029138,2026-01-08,C00738,S0067,Returned,Credit Card,Standard
O0029139,2026-03-15,C00508,S0095,Completed,Wallet,Express
O0029140,2026-03-08,C01321,S0021,Completed,Net Banking,Same Day
O0029141,2026-03-09,C00875,S0023,Completed,Debit Card,Same Day
O0029142,2025-08-04,C01841,S0012,Completed,UPI,Same Day
O0029143,2025-02-15,C01076,S0085,Completed,Credit Card,Same Day
O0029144,2025-02-01,C00321,S0097,Completed,Debit Card,Express
O0029145,2024-01-01,C00616,S0095,Completed,Net Banking,Standard
O0029146,2026-06-14,C01253,S0059,Completed,Wallet,Same Day
O0029147,2025-09-25,C01467,S0018,Completed,Debit Card,Express
O0029148,2024-08-18,C01565,S0073,Completed,Net Banking,Express
O0029149,2025-08-24,C01728,S0092,Completed,Net Banking,Same Day
O0029150,2026-06-02,C00578,S0082,Completed,COD,Express
O0029151,2025-06-07,C01568,S0030,Pending,Net Banking,Standard
O0029152,2025-05-01,C00176,S0074,Completed,UPI,Express
O0029153,2026-04-27,C00299,S0031,Completed,COD,Standard
O0029154,2025-09-01,C00134,S0086,Completed,COD,Same Day
O0029155,2024-01-07,C01926,S0044,Completed,Wallet,Standard
O0029156,2026-02-05,C00069,S0007,Completed,Wallet,Standard
O0029157,2025-12-05,C01007,S0013,Completed,Debit Card,Express
O0029158,2025-12-04,C01451,S0058,Cancelled,UPI,Express
O0029159,2024-01-13,C00771,S0002,Returned,UPI,Standard
O0029160,2025-03-02,C00870,S0029,Returned,Net Banking,Same Day
O0029161,2024-04-17,C01163,S0071,Completed,UPI,Standard
O0029162,2026-08-01,C01912,S0018,Completed,Credit Card,Same Day
O0029163,2025-12-02,C00691,S0063,Completed,Debit Card,Same Day
O0029164,2024-06-20,C01556,S0007,Completed,COD,Express
O0029165,2026-05-13,C01890,S0075,Cancelled,UPI,Standard
O0029166,2024-10-25,C01520,S0058,Completed,Debit Card,Standard
O0029167,2024-02-23,C00343,S0074,Completed,Net Banking,Express
O0029168,2025-01-03,C01425,S0087,Completed,Wallet,Express
O0029169,2025-10-25,C01629,S0034,Completed,COD,Standard
O0029170,2025-01-09,C00226,S0020,Completed,UPI,Standard
O0029171,2024-04-18,C01197,S0027,Completed,Credit Card,Express
O0029172,2024-11-18,C01969,S0001,Completed,COD,Standard
O0029173,2024-02-24,C00587,S0032,Completed,Credit Card,Express
O0029174,2024-05-02,C00442,S0096,Completed,COD,Same Day
O0029175,2024-11-11,C00889,S0028,Completed,Wallet,Same Day
O0029176,2025-04-21,C00195,S0092,Completed,Credit Card,Express
O0029177,2024-01-29,C00645,S0100,Pending,COD,Express
O0029178,2024-03-04,C01492,S0056,Returned,Net Banking,Standard
O0029179,2025-07-04,C01543,S0027,Completed,Wallet,Standard
O0029180,2024-08-27,C00554,S0067,Completed,COD,Same Day
O0029181,2025-07-26,C00168,S0083,Completed,Credit Card,Same Day
O0029182,2026-05-31,C01150,S0081,Pending,Credit Card,Same Day
O0029183,2025-07-14,C00977,S0082,Completed,Debit Card,Express
O0029184,2026-03-15,C01243,S0024,Completed,Net Banking,Same Day
O0029185,2024-09-05,C01398,S0083,Completed,COD,Standard
O0029186,2025-11-04,C01132,S0067,Returned,Debit Card,Same Day
O0029187,2024-09-11,C00889,S0053,Completed,Net Banking,Express
O0029188,2026-05-26,C00635,S0023,Completed,Debit Card,Express
O0029189,2025-07-23,C01608,S0050,Completed,Credit Card,Standard
O0029190,2026-07-05,C00731,S0086,Returned,Debit Card,Same Day
O0029191,2025-02-02,C00165,S0084,Cancelled,Credit Card,Same Day
O0029192,2025-08-06,C01274,S0084,Completed,Wallet,Same Day
O0029193,2026-01-05,C00084,S0048,Returned,Net Banking,Same Day
O0029194,2024-07-29,C01413,S0077,Completed,UPI,Express
O0029195,2024-01-11,C01723,S0054,Completed,Debit Card,Standard
O0029196,2024-02-13,C01005,S0021,Cancelled,UPI,Express
O0029197,2024-10-13,C00685,S0028,Completed,Wallet,Standard
O0029198,2025-07-15,C00321,S0042,Completed,Net Banking,Express
O0029199,2025-12-19,C01184,S0028,Completed,Wallet,Standard
O0029200,2026-03-05,C00413,S0029,Completed,COD,Express
O0029201,2024-03-02,C00750,S0029,Completed,COD,Standard
O0029202,2024-10-06,C00770,S0091,Completed,Net Banking,Same Day
O0029203,2025-03-18,C00926,S0074,Completed,COD,Express
O0029204,2025-06-04,C00612,S0071,Completed,Debit Card,Same Day
O0029205,2025-10-08,C01374,S0099,Completed,Wallet,Express
O0029206,2026-06-01,C00231,S0007,Completed,COD,Standard
O0029207,2024-01-13,C00590,S0014,Completed,Debit Card,Same Day
O0029208,2025-03-11,C00180,S0028,Completed,COD,Express
O0029209,2024-12-25,C00747,S0017,Completed,UPI,Same Day
O0029210,2024-10-14,C01256,S0071,Completed,Debit Card,Same Day
O0029211,2026-07-30,C00948,S0044,Completed,Debit Card,Same Day
O0029212,2024-07-03,C00009,S0088,Completed,Wallet,Standard
O0029213,2024-06-25,C00383,S0012,Completed,Credit Card,Standard
O0029214,2024-02-26,C01539,S0008,Completed,Wallet,Same Day
O0029215,2025-03-31,C01504,S0049,Completed,Wallet,Same Day
O0029216,2025-06-17,C01107,S0078,Completed,COD,Express
O0029217,2025-11-21,C01798,S0075,Cancelled,COD,Express
O0029218,2025-08-13,C01900,S0033,Completed,UPI,Same Day
O0029219,2025-04-19,C00285,S0069,Returned,UPI,Standard
O0029220,2025-04-12,C01086,S0100,Completed,Credit Card,Standard
O0029221,2026-01-13,C00033,S0031,Completed,Debit Card,Express
O0029222,2024-04-28,C00597,S0064,Completed,Credit Card,Express
O0029223,2025-05-05,C01316,S0022,Completed,Credit Card,Same Day
O0029224,2026-08-04,C01266,S0081,Completed,COD,Standard
O0029225,2025-10-11,C00946,S0091,Returned,UPI,Standard
O0029226,2025-02-05,C00624,S0032,Completed,Wallet,Standard
O0029227,2026-06-26,C01762,S0030,Completed,Net Banking,Express
O0029228,2026-05-08,C01637,S0065,Completed,Wallet,Standard
O0029229,2026-05-07,C00120,S0057,Completed,Debit Card,Express
O0029230,2026-04-14,C01618,S0037,Completed,Debit Card,Same Day
O0029231,2024-10-31,C01204,S0069,Returned,Credit Card,Same Day
O0029232,2025-10-28,C01476,S0041,Returned,UPI,Express
O0029233,2025-09-12,C00412,S0032,Completed,Debit Card,Standard
O0029234,2024-05-29,C01959,S0085,Completed,UPI,Standard
O0029235,2024-05-26,C01103,S0039,Completed,Wallet,Express
O0029236,2026-04-08,C00416,S0089,Completed,Credit Card,Standard
O0029237,2025-01-11,C01636,S0006,Completed,Credit Card,Same Day
O0029238,2025-05-03,C00417,S0002,Completed,UPI,Standard
O0029239,2025-01-30,C01631,S0076,Pending,Debit Card,Express
O0029240,2024-12-14,C00704,S0057,Returned,Wallet,Same Day
O0029241,2025-04-03,C01426,S0086,Completed,COD,Express
O0029242,2026-03-26,C01572,S0095,Returned,Net Banking,Standard
O0029243,2024-02-24,C01127,S0067,Completed,Net Banking,Express
O0029244,2025-03-14,C01405,S0085,Completed,UPI,Standard
O0029245,2025-09-11,C00562,S0028,Completed,COD,Express
O0029246,2024-11-13,C00677,S0056,Completed,Wallet,Same Day
O0029247,2025-10-12,C01851,S0090,Completed,COD,Express
O0029248,2025-01-14,C00704,S0035,Pending,Credit Card,Standard
O0029249,2025-11-20,C01216,S0015,Completed,Credit Card,Standard
O0029250,2024-08-20,C01818,S0081,Completed,Wallet,Standard
O0029251,2025-12-05,C00759,S0081,Completed,Debit Card,Same Day
O0029252,2024-06-19,C00339,S0099,Completed,Net Banking,Express
O0029253,2026-03-25,C00364,S0029,Completed,Net Banking,Standard
O0029254,2025-12-22,C00816,S0004,Completed,COD,Same Day
O0029255,2025-12-01,C00115,S0070,Completed,UPI,Same Day
O0029256,2024-11-29,C01486,S0060,Completed,COD,Same Day
O0029257,2025-01-15,C00884,S0041,Completed,Debit Card,Express
O0029258,2024-02-12,C00612,S0079,Completed,Debit Card,Same Day
O0029259,2024-12-16,C01160,S0026,Returned,Credit Card,Express
O0029260,2026-05-04,C00748,S0042,Completed,Wallet,Standard
O0029261,2024-12-07,C01530,S0088,Completed,Credit Card,Express
O0029262,2026-03-31,C01584,S0020,Completed,Wallet,Express
O0029263,2025-11-29,C00207,S0040,Pending,UPI,Express
O0029264,2024-09-27,C01915,S0043,Completed,Credit Card,Standard
O0029265,2025-03-02,C01139,S0085,Completed,Net Banking,Same Day
O0029266,2025-08-23,C00454,S0066,Completed,Wallet,Standard
O0029267,2024-05-04,C01794,S0004,Cancelled,UPI,Express
O0029268,2025-08-22,C00733,S0020,Completed,Net Banking,Standard
O0029269,2025-10-02,C00907,S0074,Completed,Credit Card,Same Day
O0029270,2026-03-23,C01953,S0045,Returned,UPI,Same Day
O0029271,2024-08-29,C00382,S0045,Completed,UPI,Standard
O0029272,2025-11-29,C00507,S0083,Completed,Net Banking,Same Day
O0029273,2026-02-27,C00289,S0045,Completed,Net Banking,Standard
O0029274,2026-02-23,C00345,S0018,Completed,Wallet,Express
O0029275,2025-10-28,C01589,S0019,Completed,COD,Standard
O0029276,2024-04-05,C01555,S0076,Completed,Credit Card,Same Day
O0029277,2024-08-06,C01833,S0003,Completed,Credit Card,Standard
O0029278,2024-03-28,C00262,S0080,Completed,Debit Card,Standard
O0029279,2026-02-25,C00396,S0004,Completed,COD,Same Day
O0029280,2026-07-03,C00584,S0098,Completed,UPI,Same Day
O0029281,2026-01-23,C00617,S0046,Returned,Wallet,Same Day
O0029282,2025-04-11,C00615,S0098,Completed,Credit Card,Standard
O0029283,2025-04-18,C00456,S0068,Completed,Wallet,Express
O0029284,2025-06-17,C01313,S0024,Completed,Net Banking,Same Day
O0029285,2025-07-01,C00408,S0040,Completed,COD,Standard
O0029286,2025-09-01,C00522,S0076,Completed,Net Banking,Standard
O0029287,2024-07-29,C00185,S0030,Completed,COD,Standard
O0029288,2025-04-27,C01408,S0057,Completed,Wallet,Same Day
O0029289,2025-01-09,C00402,S0095,Completed,Wallet,Express
O0029290,2024-05-07,C00177,S0045,Completed,COD,Same Day
O0029291,2026-01-31,C01654,S0020,Completed,UPI,Same Day
O0029292,2024-11-15,C01862,S0080,Completed,UPI,Express
O0029293,2026-07-13,C00642,S0029,Completed,Net Banking,Express
O0029294,2026-07-24,C00046,S0028,Completed,Net Banking,Express
O0029295,2024-05-07,C01648,S0071,Completed,Credit Card,Same Day
O0029296,2024-11-13,C01290,S0084,Completed,Net Banking,Same Day
O0029297,2024-12-27,C01992,S0037,Completed,Debit Card,Express
O0029298,2024-12-09,C00560,S0032,Completed,COD,Express
O0029299,2025-03-13,C01592,S0057,Completed,Debit Card,Same Day
O0029300,2024-04-06,C01838,S0093,Pending,Debit Card,Standard
O0029301,2024-06-29,C00126,S0075,Pending,Debit Card,Express
O0029302,2025-06-12,C00800,S0071,Completed,COD,Express
O0029303,2025-01-08,C01408,S0099,Completed,UPI,Express
O0029304,2025-07-02,C01320,S0064,Completed,Net Banking,Standard
O0029305,2024-01-06,C00932,S0012,Completed,Credit Card,Standard
O0029306,2024-11-02,C00589,S0084,Completed,COD,Standard
O0029307,2026-01-22,C00930,S0026,Completed,Debit Card,Standard
O0029308,2025-01-28,C01767,S0072,Completed,Net Banking,Same Day
O0029309,2025-10-20,C00348,S0011,Completed,Wallet,Express
O0029310,2024-03-14,C01168,S0015,Cancelled,Wallet,Standard
O0029311,2026-01-13,C01402,S0072,Completed,Net Banking,Same Day
O0029312,2026-06-27,C01517,S0053,Completed,UPI,Same Day
O0029313,2026-03-24,C00843,S0019,Completed,Credit Card,Same Day
O0029314,2025-06-30,C00072,S0080,Completed,Net Banking,Express
O0029315,2026-01-30,C01224,S0056,Completed,Wallet,Express
O0029316,2025-07-02,C01728,S0020,Completed,Debit Card,Standard
O0029317,2026-05-10,C01433,S0052,Completed,Debit Card,Standard
O0029318,2024-05-02,C01827,S0078,Completed,UPI,Express
O0029319,2026-02-15,C00247,S0012,Pending,UPI,Express
O0029320,2024-10-12,C01783,S0098,Completed,Net Banking,Same Day
O0029321,2024-11-07,C00582,S0099,Completed,Net Banking,Standard
O0029322,2024-05-17,C01566,S0016,Completed,COD,Same Day
O0029323,2025-06-02,C01457,S0065,Completed,UPI,Standard
O0029324,2024-01-28,C00394,S0070,Returned,Wallet,Same Day
O0029325,2025-11-04,C00221,S0039,Completed,Credit Card,Same Day
O0029326,2024-04-24,C01546,S0093,Completed,Wallet,Same Day
O0029327,2025-12-30,C00472,S0018,Completed,UPI,Standard
O0029328,2024-06-23,C01688,S0063,Completed,Credit Card,Same Day
O0029329,2026-04-28,C00871,S0086,Completed,Wallet,Standard
O0029330,2026-01-11,C01566,S0094,Cancelled,COD,Standard
O0029331,2024-10-16,C00663,S0051,Completed,COD,Express
O0029332,2025-02-28,C00073,S0025,Cancelled,Wallet,Express
O0029333,2024-05-15,C00640,S0073,Completed,UPI,Standard
O0029334,2024-07-02,C00688,S0052,Completed,Credit Card,Same Day
O0029335,2025-09-14,C01244,S0091,Cancelled,UPI,Express
O0029336,2025-03-05,C01609,S0022,Completed,Net Banking,Standard
O0029337,2024-08-28,C00329,S0062,Completed,COD,Standard
O0029338,2025-12-16,C01219,S0013,Completed,Credit Card,Express
O0029339,2026-07-31,C00549,S0013,Completed,UPI,Same Day
O0029340,2024-11-01,C00031,S0028,Returned,Wallet,Same Day
O0029341,2026-01-19,C01434,S0022,Completed,Debit Card,Standard
O0029342,2024-12-06,C00492,S0005,Completed,Debit Card,Same Day
O0029343,2024-04-08,C01937,S0066,Completed,Debit Card,Express
O0029344,2025-04-04,C00521,S0093,Completed,Wallet,Standard
O0029345,2024-01-02,C00759,S0002,Completed,UPI,Same Day
O0029346,2025-06-15,C00184,S0003,Completed,Credit Card,Standard
O0029347,2024-01-21,C00098,S0010,Pending,Net Banking,Standard
O0029348,2026-03-08,C01280,S0049,Returned,COD,Standard
O0029349,2025-10-09,C01160,S0029,Completed,Debit Card,Standard
O0029350,2026-01-26,C01898,S0097,Completed,UPI,Express
O0029351,2025-04-15,C01426,S0013,Completed,Wallet,Express
O0029352,2024-06-09,C00103,S0067,Completed,UPI,Express
O0029353,2024-06-28,C01173,S0038,Completed,COD,Express
O0029354,2025-06-14,C01736,S0017,Completed,Credit Card,Express
O0029355,2024-03-18,C01021,S0090,Completed,Credit Card,Standard
O0029356,2026-03-20,C02000,S0064,Completed,COD,Same Day
O0029357,2024-10-14,C00498,S0005,Completed,Wallet,Standard
O0029358,2024-04-24,C00613,S0028,Completed,COD,Standard
O0029359,2026-03-18,C00059,S0037,Completed,Debit Card,Same Day
O0029360,2024-04-14,C01046,S0043,Completed,Debit Card,Standard
O0029361,2025-01-03,C00403,S0096,Completed,Wallet,Standard
O0029362,2026-05-06,C00598,S0047,Completed,Net Banking,Same Day
O0029363,2024-02-02,C01519,S0047,Completed,COD,Express
O0029364,2025-10-31,C00042,S0012,Completed,Wallet,Express
O0029365,2025-10-03,C01539,S0060,Completed,UPI,Express
O0029366,2024-06-18,C01406,S0063,Completed,Debit Card,Express
O0029367,2024-09-07,C01560,S0018,Completed,UPI,Same Day
O0029368,2025-12-18,C01180,S0023,Completed,UPI,Same Day
O0029369,2026-04-30,C01445,S0016,Completed,Wallet,Express
O0029370,2025-04-02,C00132,S0043,Completed,Wallet,Express
O0029371,2024-05-15,C00392,S0011,Completed,Credit Card,Express
O0029372,2024-11-14,C01903,S0044,Completed,Wallet,Express
O0029373,2025-07-15,C00964,S0024,Completed,Net Banking,Same Day
O0029374,2024-02-26,C00795,S0081,Completed,Credit Card,Same Day
O0029375,2026-05-18,C00543,S0039,Completed,UPI,Express
O0029376,2024-08-21,C01834,S0087,Completed,COD,Same Day
O0029377,2025-08-24,C00702,S0061,Returned,Credit Card,Standard
O0029378,2025-08-18,C01792,S0049,Completed,Credit Card,Same Day
O0029379,2025-02-10,C00462,S0005,Completed,Credit Card,Standard
O0029380,2024-06-19,C01334,S0048,Returned,Net Banking,Same Day
O0029381,2026-07-04,C01571,S0026,Cancelled,COD,Express
O0029382,2024-09-17,C00509,S0028,Completed,COD,Same Day
O0029383,2026-02-26,C00708,S0071,Completed,UPI,Same Day
O0029384,2026-05-09,C00611,S0094,Returned,Net Banking,Same Day
O0029385,2025-08-04,C00601,S0029,Completed,Wallet,Same Day
O0029386,2026-05-29,C00446,S0051,Completed,Debit Card,Same Day
O0029387,2025-03-12,C00644,S0077,Completed,Debit Card,Same Day
O0029388,2024-01-24,C01212,S0089,Completed,Debit Card,Express
O0029389,2024-04-01,C01902,S0015,Completed,COD,Standard
O0029390,2024-10-24,C01040,S0079,Cancelled,UPI,Express
O0029391,2024-07-06,C01572,S0056,Completed,Credit Card,Express
O0029392,2026-04-27,C00004,S0035,Completed,Debit Card,Express
O0029393,2026-04-05,C00760,S0077,Completed,Debit Card,Express
O0029394,2024-04-28,C01588,S0001,Completed,Credit Card,Standard
O0029395,2024-10-26,C01143,S0016,Completed,Wallet,Standard
O0029396,2026-06-09,C00060,S0064,Completed,UPI,Express
O0029397,2024-04-11,C00379,S0027,Completed,Net Banking,Express
O0029398,2024-04-20,C01960,S0100,Completed,Wallet,Standard
O0029399,2024-11-24,C00680,S0015,Completed,Net Banking,Same Day
O0029400,2025-01-12,C00890,S0072,Completed,Net Banking,Express
O0029401,2025-07-21,C01598,S0006,Completed,Credit Card,Standard
O0029402,2024-04-07,C01602,S0006,Completed,Credit Card,Same Day
O0029403,2024-01-30,C00021,S0062,Completed,UPI,Express
O0029404,2024-08-15,C00397,S0039,Pending,Credit Card,Express
O0029405,2024-04-21,C01493,S0092,Completed,Credit Card,Express
O0029406,2026-03-16,C00571,S0091,Completed,Wallet,Standard
O0029407,2025-01-30,C01533,S0025,Completed,Credit Card,Express
O0029408,2025-07-31,C01656,S0011,Completed,COD,Standard
O0029409,2025-05-16,C01382,S0007,Completed,Net Banking,Express
O0029410,2026-04-11,C00513,S0096,Completed,COD,Standard
O0029411,2026-06-25,C00863,S0081,Completed,Debit Card,Same Day
O0029412,2026-05-04,C00131,S0091,Completed,Net Banking,Standard
O0029413,2024-01-12,C00267,S0051,Completed,Net Banking,Standard
O0029414,2024-07-21,C01417,S0026,Completed,Debit Card,Same Day
O0029415,2025-01-08,C01029,S0008,Completed,COD,Express
O0029416,2024-12-14,C00917,S0005,Completed,Credit Card,Express
O0029417,2024-09-04,C00223,S0008,Completed,Credit Card,Standard
O0029418,2026-05-01,C01486,S0022,Pending,Credit Card,Same Day
O0029419,2025-10-20,C00088,S0089,Completed,UPI,Same Day
O0029420,2024-01-03,C01336,S0083,Cancelled,Net Banking,Standard
